en,pt-BR
"When you succeed in an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, the number you need in order to roll a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> is reduced by 1. This effect can stack and will reset at the end of each of your turns.","Quando você tiver sucesso em uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>, o número que você precisa para rolar um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> é reduzido em 1. Esse efeito pode se acumular e será reiniciado no final de cada um dos seus turnos."
Focused Stream,Fluxo Focado
"Affected creature will roll <LSTag Tooltip=""CriticalHit"">Critical Hits</LSTag> more easily. The number required is reduced by 1 for each stack of Focused Stream. This effect will reset at the end of each of their turns.","A criatura afetada rolará <LSTag Tooltip=""CriticalHit"">Acertos Críticos</LSTag> com mais facilidade. O número necessário é reduzido em 1 para cada pilha de Fluxo Focado. Este efeito será reiniciado no final de cada um de seus turnos."
Fortified Body and Mind,Corpo e Mente Fortificados
"Gain status immunity to being <LSTag Type=""Status"" Tooltip=""CHARMED"">Charmed</LSTag>, <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frightened</LSTag>, or restrained in any way.","Ganhe imunidade a estar <LSTag Type=""Status"" Tooltip=""CHARMED"">Encantado</LSTag>, <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedrontado</LSTag>, ou imobilizado de qualquer forma."
Harmonious Barrage,Barrage Harmonioso
"<LSTag Type=""Spell"" Tooltip=""Target_FlurryOfBlows"">Flurry of Blows</LSTag> deals additional damage equal to your <LSTag Tooltip=""AbilityModifier"">Wisdom Modifier</LSTag>.","<LSTag Type=""Spell"" Tooltip=""Target_FlurryOfBlows"">Chuva de Golpes</LSTag> causa dano adicional igual ao seu <LSTag Tooltip=""AbilityModifier"">Modificador de Sabedoria</LSTag>."
Harmonious Defense,Defesa Harmoniosa
"While not wearing armour, add your <LSTag Tooltip=""AbilityModifier"">Wisdom Modifier</LSTag> to your <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Enquanto não estiver usando armadura, adicione seu <LSTag Tooltip=""AbilityModifier"">Modificador de Sabedoria</LSTag> à sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
Martial Empowerment,Aprimoramento Marcial
"Upon a successful killing blow, restore one of your <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Points</LSTag>. This effect can trigger once per turn.","Ao desferir um golpe mortal com sucesso, restaure um dos seus <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Pontos de Ki</LSTag>. Este efeito pode ser ativado uma vez por turno."
Mystic Strikes,Golpes Místicos
"When dealing damage, you ignore bludgeoning <LSTag Tooltip=""Resistant"">Resistance</LSTag>.","Ao causar dano, você ignora a <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Contusão."
"When an enemy fails to damage you with a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag>, use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> in order to retaliate with a swift <LSTag Type=""Spell"" Tooltip=""Target_UnarmedStrike_Monk"">Unarmed Strike</LSTag>.","Quando um inimigo falha em causar dano a você com um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque Corpo a Corpo</LSTag>, use sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> para retaliar com um rápido <LSTag Type=""Spell"" Tooltip=""Target_UnarmedStrike_Monk"">Golpe Desarmado</LSTag>."
Opportune Reversal,Reversão Oportuna
"When an enemy fails to damage you with a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag>, retaliate with a swift <LSTag Type=""Spell"" Tooltip=""Target_UnarmedStrike_Monk"">Unarmed Strike</LSTag>.","Quando um inimigo falha em causar dano a você com um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque com Arma Corpo a Corpo</LSTag>, retalie com um <LSTag Type=""Spell"" Tooltip=""Target_UnarmedStrike_Monk"">Golpe Desarmado</LSTag> rápido."
"While in combat, regenerate one <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Point</LSTag> every three turns.","Durante o combate, regenere um <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ponto de Ki</LSTag> a cada três turnos."
Resonance of Body,Ressonância do Corpo
"Affected creature will recover one <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Point</LSTag> when this status expires.","A criatura afetada recuperará um <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ponto de Ki</LSTag> quando este status expirar."
Sagacious Resilience,Resiliência Sagaz
"Gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on all <LSTag Tooltip=""Wisdom"">Wisdom</LSTag> based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Ganhe <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em todos os <LSTag Tooltip=""Wisdom"">Testes de Sabedoria</LSTag> baseados em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Soused Rampart,Muralha Encharcada
"While <LSTag Type=""Status"" Tooltip=""DRUNK"">Innebriated</LSTag> or <LSTag Type=""Status"" Tooltip=""TIPSY"">Tipsy</LSTag>, gain a +2 bonus to your <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Enquanto <LSTag Type=""Status"" Tooltip=""DRUNK"">Inebriado</LSTag> ou <LSTag Type=""Status"" Tooltip=""TIPSY"">Tonto</LSTag>, ganhe um bônus de +2 à sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
"When an enemy makes an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against an ally within [1], use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> and a <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Point</LSTag> in order to retaliate with a swift burst of air pressure, dealing damage equal to an <LSTag Type=""Spell"" Tooltip=""Target_UnarmedAttack"">Unarmed Strike</LSTag> and sending them flying [3] if they fail a <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>..","Quando um inimigo faz uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> contra um aliado dentro de [1], use sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> e um <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ponto de Ki</LSTag> para retaliar com uma rápida explosão de pressão de ar, causando dano igual a um <LSTag Type=""Spell"" Tooltip=""Target_UnarmedAttack"">Golpe Desarmado</LSTag> e lançando-os para longe [3] se falharem em um <LSTag Tooltip=""Strength"">Teste de Força</LSTag> baseado em <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag>."
Tempestuous Reprise,Reprise Tempestuosa
"When an enemy makes an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against an ally within [1], retaliate with a swift burst of air pressure, dealing damage equal to an <LSTag Type=""Spell"" Tooltip=""Target_UnarmedAttack"">Unarmed Strike</LSTag> and sending them flying [3] if they fail a <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>.","Quando um inimigo faz uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> contra um aliado dentro de [1], retalie com uma rápida explosão de pressão de ar, causando dano igual a um <LSTag Type=""Spell"" Tooltip=""Target_UnarmedAttack"">Golpe Desarmado</LSTag> e lançando-os para [3] se falharem em um <LSTag Tooltip=""Strength"">Força</LSTag> baseado <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag>."
Tranquil Fortitude,Fortitude Tranquila
"Gain <LSTag Type=""Spell"" Tooltip=""Shout_PatientDefense"">Patient Defense</LSTag>.",Defesa Paciente
Patient Defence,Defesa Paciente
"<LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> against you have <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>, and you have <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Dexterity <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","<LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> contra você têm <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag>, e você tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> de Destreza."
Windwaker,Vento Viajante
"Gain <LSTag Type=""Spell"" Tooltip=""Shout_Dash_StepOfTheWind"">Step of the Wind: Dash</LSTag> and <LSTag Type=""Spell"" Tooltip=""Shout_Disengage_StepOfTheWind"">Step of the Wind: Disengage</LSTag>. These actions may be cast for free once per turn.","Ganhe <LSTag Type=""Spell"" Tooltip=""Shout_Dash_StepOfTheWind"">Passo do Vento: Correr</LSTag> e <LSTag Type=""Spell"" Tooltip=""Shout_Disengage_StepOfTheWind"">Passo do Vento: Desengajar</LSTag>. Essas ações podem ser realizadas gratuitamente uma vez por turno."
Step of the Wind: Dash,Passo do Vento: Correr
"Double your <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag>.","Dobre sua <LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag>."
Step of the Wind: Disengage,Passo do Vento: Desengajar
"Retreat to safety by <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Disengaging</LSTag>.","Retire-se para a segurança ao <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Desengajar</LSTag>."
Zen Accuracy,Precisão Zen
"Gain a +2 bonus to <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> made with <LSTag Tooltip=""MonkWeapon"">Monk Weapons</LSTag>.","Ganhe um bônus de +2 em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> feitas com <LSTag Tooltip=""MonkWeapon"">Armas de Monge</LSTag>."
