en,pt-BR
"Once per turn, upon landing a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>, your Ranger Companion's next instance of damage will also be a Critical Hit. Your Ranger Companion must be within [1] of you to receive this effect.","Uma vez por turno, ao acertar um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>, a próxima instância de dano do seu Companheiro Ranger também será um Acerto Crítico. Seu Companheiro Ranger deve estar dentro de [1] de você para receber esse efeito."
Wanton Synergy,Sinergia Desenfreada
"Affected creature will land a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> the next time that they deal damage.","A criatura afetada realizará um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> na próxima vez que causar dano."
Frontier Ballistics,"Ganhe <LSTag Type=""Spell"" Tooltip=""Target_OpeningAttack_Frontier"">Fronteira: Balística</LSTag>."
"Use your <LSTag Type=""ActionResource"" Tooltip=""NaturalRecoveryPoint"">Natural Focus</LSTag> to fire various types of unique arrows.","Use seu <LSTag Type=""ActionResource"" Tooltip=""NaturalRecoveryPoint"">Foco Natural</LSTag> para disparar vários tipos de flechas únicas."
Arrow of Aberration Slaying,Flecha de Aniquilação de Aberrações
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfAberrationSlaying"">Arrow of Aberration Slaying</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfAberrationSlaying"">Flecha de Abate de Aberrações</LSTag>."
Arrow of Acid,Flecha Ácida
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfAcid"">Arrow of Acid</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfAcid"">Flecha Ácida</LSTag>."
Arrow of Arcane Interference,Flecha de Interferência Arcana
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfAntimagic"">Arrow of Arcane Interference</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfAntimagic"">Flecha de Interferência Arcana</LSTag>."
Arrow of Beast Slaying,Flecha de Extermínio de Bestas
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfBeastSlaying"">Arrow of Beast Slaying</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfBeastSlaying"">Flecha de Extermínio de Bestas</LSTag>."
Arrow of Construct Slaying,Flecha de Aniquilação de Construtos
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfConstructSlaying"">Arrow of Construct Slaying</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfConstructSlaying"">Flecha de Aniquilação de Construtos</LSTag>."
Arrow of Darkness,Flecha da Escuridão
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfDarkness"">Arrow of Darkness</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfDarkness"">Flecha das Trevas</LSTag>."
Arrow of Dispelling,Flecha de Dissipação
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfDispelling"">Arrow of Dispelling</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfDispelling"">Flecha de Dissipação</LSTag>."
Arrow of Elemental Slaying,Flecha de Extermínio Elemental
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfElementalSlaying"">Arrow of Elemental Slaying</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfElementalSlaying"">Flecha de Aniquilação Elemental</LSTag>."
Arrow of Fiend Slaying,Flecha de Extermínio de Fiend
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfFiendSlaying"">Arrow of Fiend Slaying</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfFiendSlaying"">Flecha de Extermínio de Fiend</LSTag>."
Arrow of Fire,Flecha de Fogo
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfFire"">Arrow of Fire</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfFire"">Flecha de Fogo</LSTag>."
Arrow of Humanoid Slaying,Flecha de Extermínio de Humanoides
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfHumanoidSlaying"">Arrow of Humanoid Slaying</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfHumanoidSlaying"">Flecha de Morte Humanoide</LSTag>."
Arrow of Ice,Seta de Gelo
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfIce"">Arrow of Ice</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfIce"">Seta de Gelo</LSTag>."
Arrow of Ilmater,Flecha de Ilmater
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfWraithsEmbrace"">Arrow of Ilmater</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfWraithsEmbrace"">Flecha do Abraço de Ilmater</LSTag>."
Arrow of Lightning,Flecha de Relâmpago
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfLightning"">Arrow of Lightning</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfLightning"">Flecha de Relâmpago</LSTag>."
Arrow of Many Targets,Flecha de Muitos Alvos
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfRicochet"">Arrow of Many Targets</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfRicochet"">Flecha de Muitos Alvos</LSTag>."
Arrow of Monstrosity Slaying,Flecha de Extermínio de Monstruosidade
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfMonstrositySlaying"">Arrow of Monstrosity Slaying</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfMonstrositySlaying"">Flecha de Extermínio de Monstruosidade</LSTag>."
Arrow of Piercing,Flecha Perfurante
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfPiercing"">Arrow of Piercing</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfPiercing"">Flecha Perfurante</LSTag>."
Arrow of Roaring Thunder,Flecha do Trovão Rugidor
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfDetonation"">Arrow of Roaring Thunder</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfDetonation"">Flecha do Trovão Rugidor</LSTag>."
Arrow of Teleportation,Flecha de Teleportação
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfTeleportation"">Arrow of Teleportation</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfTeleportation"">Flecha de Teleportação</LSTag>."
Arrow of Undead Slaying,Flecha de Extermínio de Mortos-Vivos
"Gain the ability to fire an <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfUndeadSlaying"">Arrow of Undead Slaying</LSTag>.","Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfUndeadSlaying"">Flecha de Extermínio de Mortos-Vivos</LSTag>."
