en,pt-BR
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Persuasion"">Persuasion</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Persuasion"">Persuasão</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Borrowed Knowledge: Athletics,Conhecimento Emprestado: Atletismo
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Athletics"">Athletics</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Athletics"">Atletismo</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Acrobatics,Conhecimento Emprestado: Acrobacia
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Acrobatics"">Acrobatics</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Acrobatics"">Acrobacias</LSTag> baseadas em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Borrowed Knowledge: Sleight of Hand,Conhecimento Emprestado: Truque de Mão
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""SleightOfHand"">Sleight of Hand</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""SleightOfHand"">Furtividade</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Stealth,Conhecimento Emprestado: Furtividade
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Stealth"">Stealth</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Stealth"">Furtividade</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Arcana,Conhecimento Emprestado: Arcana
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Arcana"">Arcana</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Arcana"">Arcana</LSTag> em relação aos <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Borrowed Knowledge: History,Conhecimento Emprestado: História
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""History"">History</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""History"">História</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Investigation,Conhecimento Emprestado: Investigação
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Investigation"">Investigation</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Investigation"">Investigação</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Nature,Conhecimento Emprestado: Natureza
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Nature"">Nature</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Nature"">Natureza</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Religion,Conhecimento Emprestado: Religião
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Religion"">Religion</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Religion"">Religião</LSTag> em relação aos <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Borrowed Knowledge: Animal Handling,Conhecimento Emprestado: Manuseio de Animais
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""AnimalHandling"">Animal Handling</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""AnimalHandling"">Manipulação de Animais</LSTag> baseada em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Insight,Conhecimento Emprestado: Perspicácia
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Insight"">Insight</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Insight"">Intuição</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Medicine,Conhecimento Emprestado: Medicina
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Medicine"">Medicine</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Medicine"">Medicina</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Perception,Conhecimento Emprestado: Percepção
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Perception"">Perception</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Perception"">Percepção</LSTag> em relação aos <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Borrowed Knowledge: Survival,Conhecimento Emprestado: Sobrevivência
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Survival"">Survival</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Survival"">Sobrevivência</LSTag> baseada em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Deception,Conhecimento Emprestado: Engano
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Deception"">Deception</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Deception"">Enganação</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Intimidation,Conhecimento Emprestado: Intimidação
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Intimidation"">Intimidation</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Intimidation"">Intimidação</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Performance,Conhecimento Emprestado: Desempenho
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Performance"">Performance</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Performance"">Performance</LSTag> em relação aos <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Borrowed Knowledge: Persuasion,Conhecimento Emprestado: Persuasão
"Affected creature has <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Persuasion"">Persuasion</LSTag> based <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Persuasion"">Persuasão</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Frostflame Armaments,Armas de Chama Congelante
"A frigid cold envolops your main-hand melee weapon. Simultaneously, a roaring flame erupts around your off-hand melee weapon.<Br><br>Upon landing a killing blow, a Frostflame explosion occurs, dealing [1] and [2] within a [3] radius.","Um frio glacial envolve sua arma de combate corpo a corpo na mão principal. Simultaneamente, uma chama rugente irrompe ao redor da sua arma de combate corpo a corpo na mão secundária.<Br><br>Ao desferir um golpe mortal, uma explosão de Chama Congelante ocorre, causando [1] e [2] em um raio de [3]."
The Frostflame explosion deals an additional [1] and [2] per level.,A explosão de Chama Gélida causa um adicional de [1] e [2] por nível.
"<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Upcast</LSTag>: The Frostflame explosion deals an additional [1] and [2] per level.","<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Upcast</LSTag>: A explosão de Chama Congelante inflige [1] e [2] adicionais por nível."
Frostflame Armament (Ice),Armamento Chama Gélida (Gelo)
"A frigid cold envolops this weapon. Upon landing a killing blow, a frigid explosion occurs, dealing [1] to all creatures within [2].","Um frio glacial envolve esta arma. Ao desferir um golpe mortal, uma explosão glacial ocorre, causando [1] a todas as criaturas dentro de [2]."
Frostflame Armament (Fire),Armamento Chama Gélida (Fogo)
"A roaring flame envolops this weapon. Upon landing a killing blow, a fiery explosion occurs, dealing [1] to all creatures within [2].","Uma chama rugente envolve esta arma. Ao desferir um golpe fatal, uma explosão flamejante ocorre, causando [1] a todas as criaturas dentro de [2]."
"Summon a raging vortex of arcane energy which deals [1] per turn to any creatures within. The vortex is considered <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag>.","Convoque um vórtice furioso de energia arcana que causa [1] por turno a qualquer criatura dentro. O vórtice é considerado <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Terreno Difícil</LSTag>."
Arcane Vortex Aura,Aura do Vórtice Arcano
"Affected creature takes [1] per turn while remaining in the arcane vortex. The vortex is considered <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag>.","A criatura afetada sofre [1] por turno enquanto permanecer no vórtice arcano. O vórtice é considerado <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Terreno Difícil</LSTag>."
Arcane Vortex,Vórtice Arcano
Affected creature is being dealt [1] per turn while remaining in the arcane vortex.,Criatura afetada está sofrendo [1] por turno enquanto permanece no vórtice arcano.
"Call forth a feline spirit to soothe the wounded. While a creature is within [1] of the spirit, it can heal them for [2] <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>.","Chame um espírito felino para acalmar os feridos. Enquanto uma criatura estiver a [1] do espírito, ela pode curá-los por [2] <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>."
"The feline spirit heals an additional [1] <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> per level.","O espírito felino cura [1] <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> adicionais por nível."
"<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Upcast</LSTag>: The feline spirit heals an additional [1] <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> per level.","<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Aprimorar</LSTag>: O espírito felino cura [1] <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> adicionais por nível."
Healing Spirit,Espírito Curativo
Soothing Sounds,Sons Acalmantes
"Soothe the wounds of a nearby creature, healing it.","Acalme as feridas de uma criatura próxima, curando-a."
"Upon landing a killing blow, call forth a feline familiar. Upon death, the familiar will erupt in a blazing inferno, dealing [1] to all creatures within [2]. At the end of each of their turns, the familiar takes [3].","Ao desferir um golpe mortal, convoque um familiar felino. Ao morrer, o familiar irá explodir em uma chama ardente, causando [1] a todas as criaturas dentro de [2]. No final de cada um de seus turnos, o familiar recebe [3]."
Blazing Bombadier,Bombardeiro Flamejante
Increase the damage of the inferno by [1] per Spell Slot.,Aumente o dano do inferno em [1] por Espaço de Feitiço.
"<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Upcast</LSTag>: Increase the damage of the inferno by [1] per Spell Slot.","<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Aprimorar</LSTag>: Aumenta o dano do inferno em [1] por Espaço de Feitiço."
Affected creature will call forth a feline familiar upon landing a killing blow.,A criatura afetada invocará um familiar felino ao desferir um golpe mortal.
"Affected creature is taking [1] per turn. Upon death, it will erupt in a blazing inferno, scorching everything within [2] for [3].","A criatura afetada está sofrendo [1] por turno. Ao morrer, ela irá explodir em um inferno ardente, queimando tudo dentro de [2] por [3]."
Feline Bombardment,Bombardeio Felino
Erupt in a blazing inferno.,Eruptar em um inferno ardente.
"You and other creatures within [1] of you become <LSTag Type=""Status"" Tooltip=""KINETIC_JAUNT_WALKTHROUGH"">Permeable</LSTag>, allowing them to be moved through.","Você e outras criaturas dentro de [1] de você se tornam <LSTag Type=""Status"" Tooltip=""KINETIC_JAUNT_WALKTHROUGH"">Permeáveis</LSTag>, permitindo que sejam atravessadas."
"Increase the distance at which you apply <LSTag Type=""Status"" Tooltip=""KINETIC_JAUNT_WALKTHROUGH"">Permeation</LSTag> by [1] per Spell Slot.","Aumente a distância na qual você aplica <LSTag Type=""Status"" Tooltip=""KINETIC_JAUNT_WALKTHROUGH"">Permeação</LSTag> em [1] por Espaço de Feitiço."
"<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Upcast</LSTag>: Increase the distance at which you apply <LSTag Type=""Status"" Tooltip=""KINETIC_JAUNT_WALKTHROUGH"">Permeation</LSTag> by [1] per Spell Slot.","<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Aprimorar</LSTag>: Aumente a distância na qual você aplica <LSTag Type=""Status"" Tooltip=""KINETIC_JAUNT_WALKTHROUGH"">Permeação</LSTag> em [1] por Ponto de Feitiçaria."
Kinetic Permeation,Permeação Cinética
"Affected creature is causing themselves and other creatures within [1] of them to become <LSTag Type=""Status"" Tooltip=""KINETIC_JAUNT_WALKTHROUGH"">Permeable</LSTag>, allowing them to be moved through.","A criatura afetada está fazendo com que ela mesma e outras criaturas dentro de [1] se tornem <LSTag Type=""Status"" Tooltip=""KINETIC_JAUNT_WALKTHROUGH"">Permeável</LSTag>, permitindo que sejam atravessadas."
Permeable,"A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Perfuro."
Affected creature can be moved through.,A criatura afetada pode ser movida.
"Create a hand composed of soil to crush and possibly <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrain</LSTag> a creature.","Crie uma mão composta de solo para esmagar e possivelmente <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Impedir</LSTag> uma criatura."
Maximilian's Earthen Grasp,Grasp da Terra de Maximilian
"Crush a <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrained</LSTag> target or <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrain</LSTag> a different creature.","Esmague um <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrained</LSTag> alvo ou <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Imobilize</LSTag> uma criatura diferente."
Maximillian's Earthen Grasp: Crush,Graspada Terrosa de Maximillian: Esmagar
"Crush a <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrained</LSTag> target.","Esmague um alvo <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrained</LSTag>."
Maximillian's Earthen Grasp: Change,Mudança do Grasp da Terra de Maximillian
"Reach for a different creature with the earthen hand, possibly <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restraining</LSTag> it and freeing the previous target.","Alcance uma criatura diferente com a mão de terra, possivelmente <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Impedindo</LSTag> ela e libertando o alvo anterior."
"Speak a spike of psychic pain into the mind of another creature, lowering their <LSTag Tooltip=""Intelligence"">Intelligence</LSTag> by 1. This effect can stack. Upon reaching 0 Intelligence, your target will die.","Fale uma agulha de dor psíquica na mente de outra criatura, reduzindo sua <LSTag Tooltip=""Intelligence"">Intelligence</LSTag> em 1. Esse efeito pode acumular. Ao atingir 0 de Inteligência, seu alvo morrerá."
Mind Spike,Pico Mental
"Affected creature has had their <LSTag Tooltip=""Intelligence"">Intelligence</LSTag> reduced by 1 per remaining stack of Mind Spike. Upon reaching 0 Intelligence, your target will die.","A criatura afetada teve sua <LSTag Tooltip=""Intelligence"">Intelligence</LSTag> reduzida em 1 por cada pilha restante de Mind Spike. Ao atingir 0 de Inteligência, seu alvo morrerá."
Drive Mind Spike,Impulso de Espinho Mental
"Drive the Mind Spike deeper into your targets psyche, further reducing their <LSTag Tooltip=""Intelligence"">Intelligence</LSTag> by 1. Upon reaching 0 Intelligence, your target will die.","Aprofunde o Espinho Mental na psique de seu alvo, reduzindo ainda mais sua <LSTag Tooltip=""Intelligence"">Intelligence</LSTag> em 1. Ao atingir 0 de Inteligência, seu alvo morrerá."
"Afflict a creature with chaotic magic, causing them to experience a sudden surge of <LSTag Type=""Passive"" Tooltip=""WildMagic"">Wild Magic</LSTag> at the start of their turns.","Afete uma criatura com magia caótica, fazendo com que ela experimente uma súbita onda de <LSTag Type=""Passive"" Tooltip=""WildMagic"">Wild Magic</LSTag> no início de seus turnos."
Nathair's Mischief,Travessura de Nathair
"Affected creature will experience a sudden surge of <LSTag Type=""Passive"" Tooltip=""WildMagic"">Wild Magic</LSTag> at the start of their turn.","A criatura afetada irá experimentar uma súbita onda de <LSTag Type=""Passive"" Tooltip=""WildMagic"">Magia Selvagem</LSTag> no início de seu turno."
"Unleash a burst of cold energy, hindering creatures with ice formations that reduce their <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> by half.","Liberte uma explosão de energia fria, dificultando criaturas com formações de gelo que reduzem sua <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> pela metade."
Rime's Binding Ice,Gelo Aprisionador de Rime
"Affected creatures <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> has been reduced by half.","Criaturas afetadas têm sua <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> reduzida pela metade."
Snilloc's Snow Storm,Tempestade de Neve de Snilloc
Summon a burst of frigid cold in the area around you.,Convoque uma explosão de frio glacial na área ao seu redor.
"Aggressively pull at a fragment of another creatures mind, preventing them from taking <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reactions</LSTag>.","Puxe agressivamente um fragmento da mente de outra criatura, impedindo-a de realizar <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reações</LSTag>."
Pull at an additional fragment per level. The same target may be selected multiple times.,Puxe um fragmento adicional por nível. O mesmo alvo pode ser selecionado várias vezes.
Tasha's Mind Whip,Chicote Mental de Tasha
Forcibly teleport another creature to an area you can see.,Teletransporte forçado de outra criatura para uma área que você pode ver.
Transposition,Transposição
Affected creature can be teleported at any time by the caster who applied this status.,A criatura afetada pode ser teleportada a qualquer momento pelo conjurador que aplicou este status.
"Conjure a fierce wind which blows around you in a [1] radius, clearing clouds and extinguishing flames on one's person. To all other creatures, this wind is considered <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag>.<Br><br>Ranged attacks made against creatures or objects within the wind are rolled with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>.","Conjure um vento feroz que sopra ao seu redor em um raio de [1], limpando nuvens e apagando chamas em uma pessoa. Para todas as outras criaturas, este vento é considerado <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag>.<Br><br>Os ataques à distância feitos contra criaturas ou objetos dentro do vento são rolados com <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>."
"Affected creature is centered within a fierce wind which clears clouds and extinguishes flames on one's person. To all other creatures, this wind is considered <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag>.<Br><br>Ranged attacks made against creatures or objects within the wind are rolled with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>.","A criatura afetada está centrada em um vento forte que limpa nuvens e apaga chamas em seu corpo. Para todas as outras criaturas, este vento é considerado <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag>.<Br><br>Os ataques à distância feitos contra criaturas ou objetos dentro do vento são rolados com <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>."
Warding Winds,Ventos Protetores
"Affected creature is whipped by a fierce wind which clears clouds and extinguishes flames on one's person. Ranged attacks made against creatures or objects within the wind are rolled with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>.","A criatura afetada é açoitada por um vento forte que limpa nuvens e apaga chamas em seu corpo. Ataques à distância feitos contra criaturas ou objetos dentro do vento são rolados com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag>."
Wither and Bloom,Murchar e Florescer
"Invoke both life and death in an area, damaging enemies and healing allies for [1] <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>.","Invoque tanto a vida quanto a morte em uma área, causando dano a inimigos e curando aliados em [1] <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>."
"Damage enemies for an additional [1] and heal allies for an additional [2] <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> per level.","Causar dano a inimigos por um adicional de [1] e curar aliados por um adicional de [2] <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> por nível."
"<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Upcast</LSTag>: Damage enemies for an additional [1] and heal allies for an additional [2] <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> per level.","<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Aprimorar</LSTag>: Dano adicional de [1] em inimigos e cura adicional de [2] <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> em aliados por nível."
"Evoke a sense of antagonism within a group of creatures, preventing them from using <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reactions</LSTag>.","Evocar um sentimento de antagonismo dentro de um grupo de criaturas, impedindo-as de usar <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reações</LSTag>."
Psionic Antagonism,Antagonismo Psíquico
"Affected creature cannot use <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reactions</LSTag>.","A criatura afetada não pode usar <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reações</LSTag>."
Ashardalon's Stride,Passo de Ashardalon
"Billowing dragon flames erupt from your feet in a [1] radius, granting explosive speed that allows you to <LSTag Type=""Status"" Tooltip=""DASH"">Dash</LSTag> without provoking <LSTag Tooltip=""OpportunityAttack"">Opportunity Attacks</LSTag>.","Chamas de dragão em erupção surgem de seus pés em um raio de [1], concedendo uma velocidade explosiva que permite que você <LSTag Type=""Status"" Tooltip=""DASH"">Corra</LSTag> sem provocar <LSTag Tooltip=""OpportunityAttack"">Ataques de Oportunidade</LSTag>."
"Make a calming gesture that forces targeted allies to fall asleep. Upon waking, if they have slept through the entirety of the Spells duration, they will recover their class based resources.<Br><br>Once affected by this Spell, a creature cannot benefit from it again until it finishes a <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Faça um gesto calmante que força aliados alvo a adormecer. Ao acordar, se eles tiverem dormido durante toda a duração do Feitiço, recuperarão seus recursos baseados na classe.<br><br>Uma vez afetada por este Feitiço, uma criatura não pode se beneficiar dele novamente até que termine um <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Catnap,Soneca
Affected creature will recover their class based resources upon waking up.,A criatura afetada recuperará seus recursos baseados na classe ao acordar.
"Whisper a hex unto a creature, filling them with bouts of paranoia and forcing them to see nearby friends as foes.","Sussurre uma maldição a uma criatura, preenchendo-a com acessos de paranoia e forçando-a a ver amigos próximos como inimigos."
Enemies Abound,Inimigos à Vista
Affected creature is viewing nearby friends as foes.,A criatura afetada está vendo amigos próximos como inimigos.
Erupting Earth,Terra Eruptiva
"Tear the ground asunder, creating a shockwave that damages anything caught in the area.","Rasgue o chão, criando uma onda de choque que danifica qualquer coisa pega na área."
"Conjure [1] flaming arrows. Attacks with flaming arrows deal an additional [2]. When targeting a creature or object with a <LSTag Tooltip=""RangedWeaponAttack"">Ranged Weapon Attack</LSTag>, one arrow will be consumed.<Br><br>Once affected by this Spell, a creature cannot benefit from it again until it finishes a <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Conjure [1] flechas flamejantes. Ataques com flechas flamejantes causam um adicional de [2]. Ao mirar em uma criatura ou objeto com um <LSTag Tooltip=""RangedWeaponAttack"">Ranged Weapon Attack</LSTag>, uma flecha será consumida.<Br><br>Uma vez afetada por este Feitiço, uma criatura não pode se beneficiar dele novamente até completar um <LSTag Tooltip=""LongRest"">Long Rest</LSTag>."
Gain an additional 6 arrows per level.,Ganhe um adicional de 6 flechas por nível.
"<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Upcast</LSTag>: Gain an additional 6 arrows per level.","<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Aprimorar</LSTag>: Ganhe 6 flechas adicionais por nível."
Affected creature is wielding flaming arrows. These arrows deal an additional [1].,A criatura afetada está empunhando flechas flamejantes. Essas flechas causam +[1] de dano adicional.
"The amount of Flame Arrows you have remaining. <LSTag Tooltip=""RangedWeaponAttack"">Ranged Weapon Attacks</LSTag> targeting a creature or object will consume one Flame Arrow.","A quantidade de Flechas Flamejantes que você ainda possui. <LSTag Tooltip=""RangedWeaponAttack"">Ataques à Distância</LSTag> direcionados a uma criatura ou objeto consumirão uma Flecha Flamejante."
Flame Arrows,Flechas Flamejantes
"While active, your <LSTag Tooltip=""RangedWeaponAttack"">Ranged Weapon Attacks</LSTag> will fire flaming arrows that deal an additional [1]. This can be toggled at any time.","Enquanto ativo, seus <LSTag Tooltip=""RangedWeaponAttack"">Ataques à Distância</LSTag> dispararão flechas flamejantes que causam [1] a mais. Isso pode ser ativado a qualquer momento."
"Reduce all damage a creature takes by an amount equal to their <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>.","Reduza todo o dano que uma criatura recebe em uma quantidade igual ao seu <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>."
Internal Fortress,Fortaleza Interna
